SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
218,13.824,27,10,AODV,7.5
219,11.264,22,10,AODV,7.5
220,10.752,21,10,AODV,7.5
221,10.752,21,10,AODV,7.5
222,10.24,20,10,AODV,7.5
223,10.24,20,10,AODV,7.5
224,11.776,23,10,AODV,7.5
225,13.312,26,10,AODV,7.5
226,15.872,31,10,AODV,7.5
227,15.36,30,10,AODV,7.5
228,14.336,28,10,AODV,7.5
229,16.384,32,10,AODV,7.5
230,16.384,32,10,AODV,7.5
231,16.384,32,10,AODV,7.5
232,17.408,34,10,AODV,7.5
233,17.92,35,10,AODV,7.5
234,18.432,36,10,AODV,7.5
235,18.432,36,10,AODV,7.5
236,17.408,34,10,AODV,7.5
237,17.92,35,10,AODV,7.5
238,17.92,35,10,AODV,7.5
239,18.432,36,10,AODV,7.5
240,17.408,34,10,AODV,7.5
241,17.92,35,10,AODV,7.5
242,17.408,34,10,AODV,7.5
243,16.896,33,10,AODV,7.5
244,18.432,36,10,AODV,7.5
245,16.896,33,10,AODV,7.5
246,18.432,36,10,AODV,7.5
247,18.944,37,10,AODV,7.5
248,17.92,35,10,AODV,7.5
249,17.408,34,10,AODV,7.5
250,15.872,31,10,AODV,7.5
251,17.92,35,10,AODV,7.5
252,18.432,36,10,AODV,7.5
253,18.432,36,10,AODV,7.5
254,18.432,36,10,AODV,7.5
255,18.432,36,10,AODV,7.5
256,18.432,36,10,AODV,7.5
257,18.432,36,10,AODV,7.5
258,18.432,36,10,AODV,7.5
259,17.408,34,10,AODV,7.5
260,17.92,35,10,AODV,7.5
261,17.92,35,10,AODV,7.5
262,17.92,35,10,AODV,7.5
263,18.432,36,10,AODV,7.5
264,18.432,36,10,AODV,7.5
265,18.432,36,10,AODV,7.5
266,17.92,35,10,AODV,7.5
267,18.432,36,10,AODV,7.5
268,18.432,36,10,AODV,7.5
269,17.92,35,10,AODV,7.5
270,17.92,35,10,AODV,7.5
271,17.92,35,10,AODV,7.5
272,18.432,36,10,AODV,7.5
273,18.944,37,10,AODV,7.5
274,17.92,35,10,AODV,7.5
275,17.92,35,10,AODV,7.5
276,17.408,34,10,AODV,7.5
277,18.432,36,10,AODV,7.5
278,18.432,36,10,AODV,7.5
279,15.872,31,10,AODV,7.5
280,17.408,34,10,AODV,7.5
281,18.944,37,10,AODV,7.5
282,20.48,40,10,AODV,7.5
283,20.48,40,10,AODV,7.5
284,19.456,38,10,AODV,7.5
285,20.48,40,10,AODV,7.5
286,19.456,38,10,AODV,7.5
287,19.968,39,10,AODV,7.5
288,19.968,39,10,AODV,7.5
289,20.48,40,10,AODV,7.5
290,20.48,40,10,AODV,7.5
291,18.944,37,10,AODV,7.5
292,20.992,41,10,AODV,7.5
293,20.48,40,10,AODV,7.5
294,20.48,40,10,AODV,7.5
295,19.456,38,10,AODV,7.5
296,19.968,39,10,AODV,7.5
297,19.968,39,10,AODV,7.5
298,20.48,40,10,AODV,7.5
299,20.48,40,10,AODV,7.5
300,20.48,40,10,AODV,7.5
301,18.944,37,10,AODV,7.5
302,20.48,40,10,AODV,7.5
303,19.456,38,10,AODV,7.5
304,19.968,39,10,AODV,7.5
305,19.968,39,10,AODV,7.5
306,19.968,39,10,AODV,7.5
307,18.944,37,10,AODV,7.5
308,20.48,40,10,AODV,7.5
309,20.48,40,10,AODV,7.5
310,20.48,40,10,AODV,7.5
311,20.48,40,10,AODV,7.5
312,20.48,40,10,AODV,7.5
313,19.968,39,10,AODV,7.5
314,19.968,39,10,AODV,7.5
315,20.48,40,10,AODV,7.5
316,20.48,40,10,AODV,7.5
317,20.48,40,10,AODV,7.5
318,20.48,40,10,AODV,7.5
319,19.456,38,10,AODV,7.5
320,19.968,39,10,AODV,7.5
321,19.456,38,10,AODV,7.5
322,20.48,40,10,AODV,7.5
323,18.944,37,10,AODV,7.5
324,18.432,36,10,AODV,7.5
325,18.432,36,10,AODV,7.5
326,18.432,36,10,AODV,7.5
327,18.432,36,10,AODV,7.5
328,18.432,36,10,AODV,7.5
329,17.92,35,10,AODV,7.5
330,15.872,31,10,AODV,7.5
331,16.384,32,10,AODV,7.5
332,15.872,31,10,AODV,7.5
333,16.384,32,10,AODV,7.5
334,17.92,35,10,AODV,7.5
335,18.944,37,10,AODV,7.5
336,17.92,35,10,AODV,7.5
337,18.432,36,10,AODV,7.5
338,18.432,36,10,AODV,7.5
339,18.432,36,10,AODV,7.5
340,18.432,36,10,AODV,7.5
341,18.432,36,10,AODV,7.5
342,18.432,36,10,AODV,7.5
343,19.968,39,10,AODV,7.5
344,20.48,40,10,AODV,7.5
345,20.48,40,10,AODV,7.5
346,20.48,40,10,AODV,7.5
347,20.48,40,10,AODV,7.5
348,20.48,40,10,AODV,7.5
349,19.456,38,10,AODV,7.5
350,20.48,40,10,AODV,7.5
351,20.48,40,10,AODV,7.5
352,20.48,40,10,AODV,7.5
353,20.48,40,10,AODV,7.5
354,20.48,40,10,AODV,7.5
355,20.48,40,10,AODV,7.5
356,20.48,40,10,AODV,7.5
357,20.48,40,10,AODV,7.5
358,20.48,40,10,AODV,7.5
359,19.968,39,10,AODV,7.5
360,20.992,41,10,AODV,7.5
361,20.48,40,10,AODV,7.5
362,20.48,40,10,AODV,7.5
363,20.48,40,10,AODV,7.5
364,20.48,40,10,AODV,7.5
365,20.48,40,10,AODV,7.5
366,20.48,40,10,AODV,7.5
367,20.48,40,10,AODV,7.5
368,20.48,40,10,AODV,7.5
369,20.48,40,10,AODV,7.5
370,20.48,40,10,AODV,7.5
371,20.48,40,10,AODV,7.5
372,20.48,40,10,AODV,7.5
373,20.48,40,10,AODV,7.5
374,20.48,40,10,AODV,7.5
375,20.48,40,10,AODV,7.5
376,20.48,40,10,AODV,7.5
377,20.48,40,10,AODV,7.5
378,20.48,40,10,AODV,7.5
379,20.48,40,10,AODV,7.5
380,20.48,40,10,AODV,7.5
381,20.48,40,10,AODV,7.5
382,19.456,38,10,AODV,7.5
383,20.48,40,10,AODV,7.5
384,18.432,36,10,AODV,7.5
385,18.432,36,10,AODV,7.5
386,18.432,36,10,AODV,7.5
387,17.92,35,10,AODV,7.5
388,18.432,36,10,AODV,7.5
389,17.92,35,10,AODV,7.5
390,18.944,37,10,AODV,7.5
391,17.92,35,10,AODV,7.5
392,18.432,36,10,AODV,7.5
393,17.92,35,10,AODV,7.5
394,18.432,36,10,AODV,7.5
395,18.432,36,10,AODV,7.5
396,17.92,35,10,AODV,7.5
397,17.92,35,10,AODV,7.5
398,19.968,39,10,AODV,7.5
399,19.968,39,10,AODV,7.5
400,20.48,40,10,AODV,7.5
401,20.48,40,10,AODV,7.5
402,20.48,40,10,AODV,7.5
403,19.968,39,10,AODV,7.5
404,20.48,40,10,AODV,7.5
405,20.48,40,10,AODV,7.5
406,18.944,37,10,AODV,7.5
407,18.432,36,10,AODV,7.5
408,17.92,35,10,AODV,7.5
409,18.432,36,10,AODV,7.5
410,17.92,35,10,AODV,7.5
411,18.432,36,10,AODV,7.5
412,18.432,36,10,AODV,7.5
413,18.432,36,10,AODV,7.5
414,18.432,36,10,AODV,7.5
415,18.432,36,10,AODV,7.5
416,18.432,36,10,AODV,7.5
417,18.432,36,10,AODV,7.5
418,18.432,36,10,AODV,7.5
419,18.432,36,10,AODV,7.5
420,18.432,36,10,AODV,7.5
421,16.896,33,10,AODV,7.5
422,16.384,32,10,AODV,7.5
423,15.872,31,10,AODV,7.5
424,16.384,32,10,AODV,7.5
425,16.384,32,10,AODV,7.5
426,16.384,32,10,AODV,7.5
427,16.384,32,10,AODV,7.5
428,17.408,34,10,AODV,7.5
429,18.432,36,10,AODV,7.5
430,18.432,36,10,AODV,7.5
431,18.432,36,10,AODV,7.5
432,18.432,36,10,AODV,7.5
433,18.432,36,10,AODV,7.5
434,18.432,36,10,AODV,7.5
435,18.432,36,10,AODV,7.5
436,18.432,36,10,AODV,7.5
437,18.432,36,10,AODV,7.5
438,18.432,36,10,AODV,7.5
439,18.432,36,10,AODV,7.5
440,18.432,36,10,AODV,7.5
441,18.432,36,10,AODV,7.5
442,18.432,36,10,AODV,7.5
443,18.432,36,10,AODV,7.5
444,18.432,36,10,AODV,7.5
445,18.432,36,10,AODV,7.5
446,18.432,36,10,AODV,7.5
447,18.432,36,10,AODV,7.5
448,18.432,36,10,AODV,7.5
449,18.432,36,10,AODV,7.5
450,18.432,36,10,AODV,7.5
451,18.432,36,10,AODV,7.5
452,18.432,36,10,AODV,7.5
453,18.432,36,10,AODV,7.5
454,18.432,36,10,AODV,7.5
455,18.432,36,10,AODV,7.5
456,19.968,39,10,AODV,7.5
457,20.48,40,10,AODV,7.5
458,20.48,40,10,AODV,7.5
459,20.48,40,10,AODV,7.5
460,20.48,40,10,AODV,7.5
461,20.48,40,10,AODV,7.5
462,20.48,40,10,AODV,7.5
463,20.48,40,10,AODV,7.5
464,19.968,39,10,AODV,7.5
465,20.48,40,10,AODV,7.5
466,20.48,40,10,AODV,7.5
467,19.968,39,10,AODV,7.5
468,20.48,40,10,AODV,7.5
469,20.48,40,10,AODV,7.5
470,20.48,40,10,AODV,7.5
471,20.48,40,10,AODV,7.5
472,19.968,39,10,AODV,7.5
473,20.992,41,10,AODV,7.5
474,20.48,40,10,AODV,7.5
475,19.968,39,10,AODV,7.5
476,20.48,40,10,AODV,7.5
477,20.48,40,10,AODV,7.5
478,20.48,40,10,AODV,7.5
479,19.968,39,10,AODV,7.5
480,20.48,40,10,AODV,7.5
481,20.48,40,10,AODV,7.5
482,20.48,40,10,AODV,7.5
483,20.48,40,10,AODV,7.5
484,20.48,40,10,AODV,7.5
485,20.48,40,10,AODV,7.5
486,19.968,39,10,AODV,7.5
487,19.456,38,10,AODV,7.5
488,20.48,40,10,AODV,7.5
489,20.48,40,10,AODV,7.5
490,20.48,40,10,AODV,7.5
491,20.48,40,10,AODV,7.5
492,20.48,40,10,AODV,7.5
493,20.48,40,10,AODV,7.5
494,20.48,40,10,AODV,7.5
495,20.48,40,10,AODV,7.5
496,20.48,40,10,AODV,7.5
497,19.968,39,10,AODV,7.5
498,19.968,39,10,AODV,7.5
499,20.992,41,10,AODV,7.5
500,20.48,40,10,AODV,7.5
501,20.48,40,10,AODV,7.5
502,20.48,40,10,AODV,7.5
503,20.48,40,10,AODV,7.5
504,20.48,40,10,AODV,7.5
505,20.48,40,10,AODV,7.5
506,20.48,40,10,AODV,7.5
507,20.48,40,10,AODV,7.5
508,19.968,39,10,AODV,7.5
509,20.48,40,10,AODV,7.5
510,20.48,40,10,AODV,7.5
511,20.48,40,10,AODV,7.5
512,19.968,39,10,AODV,7.5
513,20.48,40,10,AODV,7.5
514,20.48,40,10,AODV,7.5
515,20.48,40,10,AODV,7.5
516,20.48,40,10,AODV,7.5
517,20.48,40,10,AODV,7.5
518,19.968,39,10,AODV,7.5
519,20.48,40,10,AODV,7.5
520,20.48,40,10,AODV,7.5
521,20.48,40,10,AODV,7.5
522,20.48,40,10,AODV,7.5
523,20.48,40,10,AODV,7.5
524,20.48,40,10,AODV,7.5
525,19.968,39,10,AODV,7.5
526,19.456,38,10,AODV,7.5
527,20.48,40,10,AODV,7.5
528,20.48,40,10,AODV,7.5
529,20.48,40,10,AODV,7.5
530,19.968,39,10,AODV,7.5
531,19.968,39,10,AODV,7.5
532,20.48,40,10,AODV,7.5
533,19.968,39,10,AODV,7.5
534,20.48,40,10,AODV,7.5
535,20.48,40,10,AODV,7.5
536,20.48,40,10,AODV,7.5
537,20.48,40,10,AODV,7.5
538,20.48,40,10,AODV,7.5
539,20.48,40,10,AODV,7.5
540,19.968,39,10,AODV,7.5
541,19.968,39,10,AODV,7.5
542,19.968,39,10,AODV,7.5
543,20.48,40,10,AODV,7.5
544,19.968,39,10,AODV,7.5
545,20.48,40,10,AODV,7.5
546,20.48,40,10,AODV,7.5
547,20.48,40,10,AODV,7.5
548,18.432,36,10,AODV,7.5
549,18.944,37,10,AODV,7.5
550,21.504,42,10,AODV,7.5
551,19.968,39,10,AODV,7.5
552,20.48,40,10,AODV,7.5
553,20.48,40,10,AODV,7.5
554,19.968,39,10,AODV,7.5
555,18.944,37,10,AODV,7.5
556,18.432,36,10,AODV,7.5
557,18.432,36,10,AODV,7.5
558,18.432,36,10,AODV,7.5
559,18.432,36,10,AODV,7.5
560,18.432,36,10,AODV,7.5
561,18.432,36,10,AODV,7.5
562,16.896,33,10,AODV,7.5
563,18.432,36,10,AODV,7.5
564,18.432,36,10,AODV,7.5
565,20.48,40,10,AODV,7.5
566,20.48,40,10,AODV,7.5
567,20.48,40,10,AODV,7.5
568,20.48,40,10,AODV,7.5
569,20.48,40,10,AODV,7.5
570,20.48,40,10,AODV,7.5
571,19.968,39,10,AODV,7.5
572,20.48,40,10,AODV,7.5
573,20.48,40,10,AODV,7.5
574,19.968,39,10,AODV,7.5
575,20.48,40,10,AODV,7.5
576,19.968,39,10,AODV,7.5
577,19.968,39,10,AODV,7.5
578,20.992,41,10,AODV,7.5
579,19.968,39,10,AODV,7.5
580,20.48,40,10,AODV,7.5
581,19.968,39,10,AODV,7.5
582,20.48,40,10,AODV,7.5
583,20.48,40,10,AODV,7.5
584,20.48,40,10,AODV,7.5
585,19.968,39,10,AODV,7.5
586,20.48,40,10,AODV,7.5
587,20.48,40,10,AODV,7.5
588,20.48,40,10,AODV,7.5
589,20.48,40,10,AODV,7.5
590,20.48,40,10,AODV,7.5
591,20.48,40,10,AODV,7.5
592,20.48,40,10,AODV,7.5
593,20.48,40,10,AODV,7.5
594,19.968,39,10,AODV,7.5
595,20.992,41,10,AODV,7.5
596,20.48,40,10,AODV,7.5
597,20.48,40,10,AODV,7.5
598,20.48,40,10,AODV,7.5
599,20.48,40,10,AODV,7.5
600,20.48,40,10,AODV,7.5
601,20.48,40,10,AODV,7.5
602,19.968,39,10,AODV,7.5
603,20.48,40,10,AODV,7.5
604,20.48,40,10,AODV,7.5
605,20.48,40,10,AODV,7.5
606,20.48,40,10,AODV,7.5
607,20.48,40,10,AODV,7.5
608,20.48,40,10,AODV,7.5
609,20.48,40,10,AODV,7.5
610,20.48,40,10,AODV,7.5
611,20.48,40,10,AODV,7.5
612,20.48,40,10,AODV,7.5
613,20.48,40,10,AODV,7.5
614,20.48,40,10,AODV,7.5
615,20.48,40,10,AODV,7.5
616,19.968,39,10,AODV,7.5
617,20.48,40,10,AODV,7.5
618,20.48,40,10,AODV,7.5
619,19.968,39,10,AODV,7.5
620,18.432,36,10,AODV,7.5
621,18.432,36,10,AODV,7.5
622,18.432,36,10,AODV,7.5
623,18.432,36,10,AODV,7.5
624,17.92,35,10,AODV,7.5
625,18.944,37,10,AODV,7.5
626,20.48,40,10,AODV,7.5
627,20.48,40,10,AODV,7.5
628,18.944,37,10,AODV,7.5
629,18.432,36,10,AODV,7.5
630,18.432,36,10,AODV,7.5
631,18.432,36,10,AODV,7.5
632,18.432,36,10,AODV,7.5
633,17.92,35,10,AODV,7.5
634,18.432,36,10,AODV,7.5
635,18.432,36,10,AODV,7.5
636,18.432,36,10,AODV,7.5
637,18.432,36,10,AODV,7.5
638,18.432,36,10,AODV,7.5
639,16.896,33,10,AODV,7.5
640,18.944,37,10,AODV,7.5
641,18.432,36,10,AODV,7.5
642,18.432,36,10,AODV,7.5
643,18.432,36,10,AODV,7.5
644,18.432,36,10,AODV,7.5
645,18.432,36,10,AODV,7.5
646,18.432,36,10,AODV,7.5
647,18.432,36,10,AODV,7.5
648,18.432,36,10,AODV,7.5
649,18.432,36,10,AODV,7.5
650,18.432,36,10,AODV,7.5
651,18.432,36,10,AODV,7.5
652,17.92,35,10,AODV,7.5
653,18.944,37,10,AODV,7.5
654,18.432,36,10,AODV,7.5
655,18.432,36,10,AODV,7.5
656,18.432,36,10,AODV,7.5
657,18.432,36,10,AODV,7.5
658,18.432,36,10,AODV,7.5
659,18.432,36,10,AODV,7.5
660,18.432,36,10,AODV,7.5
661,18.432,36,10,AODV,7.5
662,20.48,40,10,AODV,7.5
663,19.456,38,10,AODV,7.5
664,20.48,40,10,AODV,7.5
665,20.48,40,10,AODV,7.5
666,20.48,40,10,AODV,7.5
667,19.456,38,10,AODV,7.5
668,20.48,40,10,AODV,7.5
669,17.92,35,10,AODV,7.5
670,18.432,36,10,AODV,7.5
671,18.432,36,10,AODV,7.5
672,18.432,36,10,AODV,7.5
673,18.432,36,10,AODV,7.5
674,18.432,36,10,AODV,7.5
675,18.432,36,10,AODV,7.5
676,18.432,36,10,AODV,7.5
677,18.432,36,10,AODV,7.5
678,17.92,35,10,AODV,7.5
679,19.456,38,10,AODV,7.5
680,20.48,40,10,AODV,7.5
681,20.48,40,10,AODV,7.5
682,20.48,40,10,AODV,7.5
683,19.968,39,10,AODV,7.5
684,20.48,40,10,AODV,7.5
685,19.968,39,10,AODV,7.5
686,20.48,40,10,AODV,7.5
687,20.48,40,10,AODV,7.5
688,19.968,39,10,AODV,7.5
689,19.968,39,10,AODV,7.5
690,20.48,40,10,AODV,7.5
691,19.968,39,10,AODV,7.5
692,20.48,40,10,AODV,7.5
693,20.48,40,10,AODV,7.5
694,20.48,40,10,AODV,7.5
695,20.48,40,10,AODV,7.5
696,19.968,39,10,AODV,7.5
697,19.968,39,10,AODV,7.5
698,20.48,40,10,AODV,7.5
699,20.48,40,10,AODV,7.5
700,20.48,40,10,AODV,7.5
701,20.48,40,10,AODV,7.5
702,20.48,40,10,AODV,7.5
703,20.48,40,10,AODV,7.5
704,19.968,39,10,AODV,7.5
705,20.48,40,10,AODV,7.5
706,18.944,37,10,AODV,7.5
707,19.968,39,10,AODV,7.5
708,19.456,38,10,AODV,7.5
709,20.48,40,10,AODV,7.5
710,20.48,40,10,AODV,7.5
711,20.48,40,10,AODV,7.5
712,20.48,40,10,AODV,7.5
713,20.48,40,10,AODV,7.5
714,20.48,40,10,AODV,7.5
715,20.48,40,10,AODV,7.5
716,20.48,40,10,AODV,7.5
717,17.92,35,10,AODV,7.5
718,18.432,36,10,AODV,7.5
719,18.432,36,10,AODV,7.5
720,18.432,36,10,AODV,7.5
721,18.432,36,10,AODV,7.5
722,18.432,36,10,AODV,7.5
723,18.432,36,10,AODV,7.5
724,18.432,36,10,AODV,7.5
725,18.432,36,10,AODV,7.5
726,18.432,36,10,AODV,7.5
727,18.432,36,10,AODV,7.5
728,18.432,36,10,AODV,7.5
729,18.432,36,10,AODV,7.5
730,18.432,36,10,AODV,7.5
731,18.432,36,10,AODV,7.5
732,18.432,36,10,AODV,7.5
733,18.432,36,10,AODV,7.5
734,18.432,36,10,AODV,7.5
735,18.432,36,10,AODV,7.5
736,18.432,36,10,AODV,7.5
737,17.92,35,10,AODV,7.5
738,17.408,34,10,AODV,7.5
739,17.408,34,10,AODV,7.5
740,18.432,36,10,AODV,7.5
741,18.432,36,10,AODV,7.5
742,18.432,36,10,AODV,7.5
743,17.408,34,10,AODV,7.5
744,18.432,36,10,AODV,7.5
745,18.432,36,10,AODV,7.5
746,18.432,36,10,AODV,7.5
747,18.432,36,10,AODV,7.5
748,20.48,40,10,AODV,7.5
749,20.48,40,10,AODV,7.5
750,20.48,40,10,AODV,7.5
751,20.48,40,10,AODV,7.5
752,18.432,36,10,AODV,7.5
753,18.432,36,10,AODV,7.5
754,17.92,35,10,AODV,7.5
755,18.432,36,10,AODV,7.5
756,18.432,36,10,AODV,7.5
757,18.432,36,10,AODV,7.5
758,18.432,36,10,AODV,7.5
759,18.432,36,10,AODV,7.5
760,18.432,36,10,AODV,7.5
761,18.432,36,10,AODV,7.5
762,18.432,36,10,AODV,7.5
763,19.456,38,10,AODV,7.5
764,19.968,39,10,AODV,7.5
765,20.48,40,10,AODV,7.5
766,20.48,40,10,AODV,7.5
767,20.48,40,10,AODV,7.5
768,20.48,40,10,AODV,7.5
769,20.48,40,10,AODV,7.5
770,20.48,40,10,AODV,7.5
771,20.48,40,10,AODV,7.5
772,20.48,40,10,AODV,7.5
773,20.48,40,10,AODV,7.5
774,20.48,40,10,AODV,7.5
775,20.48,40,10,AODV,7.5
776,20.48,40,10,AODV,7.5
777,19.968,39,10,AODV,7.5
778,20.48,40,10,AODV,7.5
779,20.48,40,10,AODV,7.5
780,20.48,40,10,AODV,7.5
781,20.48,40,10,AODV,7.5
782,20.48,40,10,AODV,7.5
